datetime,close,high,low,open,volume
2023-01-02,1172.4229736328125,1173.8339554714264,1159.8152730282768,1160.6345333876427,5316175
2023-01-03,1163.8433837890625,1171.1030784147931,1159.6333122966857,1167.484608046624,7658932
2023-01-04,1146.3199462890625,1165.6638795067024,1144.2489814952548,1163.8204535723469,9264891
2023-01-05,1144.2718505859375,1154.444524100663,1139.6975967048293,1148.5730578082128,13637099
2023-01-06,1154.6719970703125,1159.7014488199864,1146.2062268293769,1150.0067279025698,6349597
2023-01-09,1181.935546875,1184.3024327987246,1157.6077880110724,1158.495310036998,10722753
2023-01-10,1164.457763671875,1186.1229559339358,1158.8139568288339,1186.1229559339358,8047142
2023-01-11,1149.7791748046875,1164.2756880320755,1147.4805506887315,1161.7723993271534,11509553
2023-01-12,1124.95068359375,1152.66937428215,1121.9466887446717,1149.1875477740466,17688773
2023-01-13,1123.1300048828125,1125.5422779668527,1108.1100323337862,1118.9425675214768,20618583
2023-01-16,1112.43408203125,1128.6146244497372,1104.650928111512,1125.451352485111,13623855
2023-01-17,1128.227783203125,1130.1393505155706,1115.39254413764,1118.7606010171576,10751000
2023-01-18,1126.361572265625,1133.8260509936374,1119.8302436718152,1125.8154789862106,13448286
2023-01-19,1125.155517578125,1129.2973269815554,1118.1461164478014,1125.5423336585025,11940054
2023-01-20,1111.7740478515625,1126.498099994501,1109.3162669117735,1126.498099994501,14930286
2023-01-23,1106.1529541015625,1122.4928945481186,1103.740680762082,1114.6643530412534,10954118
2023-01-24,1099.62158203125,1112.2291619475404,1086.604191358528,1110.567887379972,16488755
2023-01-25,1084.41943359375,1099.0525907434069,1083.2588649666125,1098.0285454381753,12385018
2023-01-27,1063.8466796875,1086.6041786241758,1052.1492554073047,1085.2615788879339,25830975
2023-01-30,1074.0421142578125,1079.5721516253268,1047.301962524109,1061.275136797208,21772103
2023-01-31,1071.356689453125,1086.7408457471734,1065.507977187044,1084.1691748734625,22691594
2023-02-01,1065.00732421875,1083.2360764936634,1049.1224630102595,1083.2360764936634,19347800
2023-02-02,1059.1131591796875,1068.6939904796102,1051.8534651796542,1055.039490983818,13662663
2023-02-03,1060.046142578125,1069.1491418437288,1043.6606957436647,1069.1491418437288,24699575
2023-02-06,1052.0582275390625,1056.4049422906214,1049.4866771417962,1053.6739942938243,14837879
2023-02-07,1049.5322265625,1059.317963418086,1043.6607603709601,1052.3086824433549,15135435
2023-02-08,1070.491943359375,1074.1104135326302,1050.0329473418535,1052.763775094713,21160332
2023-02-09,1072.35791015625,1079.0941439891108,1062.3218812610176,1071.174587683046,13172763
2023-02-10,1063.5281982421875,1071.8346919435837,1056.541550480388,1071.8346919435837,10790445
2023-02-13,1057.4747314453125,1069.6044807674139,1053.014246771071,1065.1439960931723,10352493
2023-02-14,1082.3941650390625,1084.1237013406706,1057.6112076513964,1060.4786791557608,14321920
2023-02-15,1106.9039306640625,1109.2935704583153,1080.0728831359263,1081.438236801432,33503591
2023-02-16,1106.0391845703125,1121.4005874250042,1103.7634345612037,1114.8691379463942,17264487
2023-02-17,1110.658935546875,1113.9816051705284,1097.1864667289992,1101.4649200456192,11809520
2023-02-20,1098.916015625,1115.0055411742242,1096.9588202637885,1112.843560839806,8836937
2023-02-21,1107.882568359375,1113.662898519213,1097.9829418267002,1103.285560740121,13311592
2023-02-22,1082.7581787109375,1106.0163837500274,1081.0058885994717,1104.1730780889727,11024335
2023-02-23,1077.5694580078125,1089.9723733814965,1074.7703686634186,1082.3486171348839,9851910
2023-02-24,1084.94287109375,1090.6095519639118,1077.7970672090605,1079.6176189122746,9434053
2023-02-27,1077.728759765625,1087.6511404469259,1070.3781703934308,1084.1691936141397,11199715
2023-02-28,1057.1104736328125,1077.341930453886,1053.0596796474115,1072.3807401740874,21994038
2023-03-01,1066.8280029296875,1067.556247767584,1057.4290817039348,1066.8735107076218,11551145
2023-03-02,1058.7034912109375,1070.3554080773672,1056.6780340138716,1063.6874354004365,9333535
2023-03-03,1085.7166748046875,1089.3806526612789,1065.7583852243542,1069.2174577017015,14643807
2023-03-06,1096.3216552734375,1103.5585953265452,1092.3618769382172,1092.3618769382172,10171916
2023-03-08,1100.2589111328125,1101.0099098785954,1085.5347367811812,1096.3217658966253,15782657
2023-03-09,1073.814453125,1100.0538988999717,1071.925639694687,1099.6443289280217,16235128
2023-03-10,1057.1787109375,1066.873432004649,1053.6967642276502,1065.7356172492796,13334091
2023-03-13,1039.7919921875,1066.873452659023,1035.4680311733223,1060.0462028218194,12771592
2023-03-14,1035.900390625,1049.0996910732963,1032.759872811723,1037.7436961620347,16027522
2023-03-15,1018.1951293945312,1046.0730981893198,1013.8029064238355,1039.6100305150924,21728555
2023-03-16,1013.1201171875,1025.9098489328373,1002.3330887657725,1020.9032712102262,18363159
2023-03-17,1011.8457641601562,1024.9768040332349,1007.1121729687228,1021.6997626346358,34014213
2023-03-20,1001.9006958007812,1010.4347882497465,992.228728371652,1008.1590382894185,19524589
2023-03-21,1033.0557861328125,1035.012981703826,1009.0693353007056,1009.9568573373366,21400360
2023-03-22,1036.1962890625,1042.9552773219068,1033.1922942805415,1040.019544203998,10920094
2023-03-23,1023.0880737304688,1033.1468580122537,1020.9260930464279,1032.2820898168275,16249370
2023-03-24,1002.833740234375,1024.0893029617876,1000.4214669115813,1021.9273224092733,12375945
2023-03-27,1018.4225463867188,1025.90977896285,1001.4227445518454,1009.2968533943721,14054323
2023-03-28,1023.1790161132812,1027.0477790218977,1018.1723180245734,1021.8135420535481,12576424
2023-03-29,1017.12548828125,1021.7224958577859,1006.3839078156758,1019.0825633693541,18804065
2023-03-31,1060.979248046875,1066.6231754133423,1026.2285229956078,1026.365046323969,28171201
2023-04-03,1061.1612548828125,1069.1491937096243,1053.674021972816,1067.3286419245596,10293043
2023-04-05,1058.6124267578125,1068.6939637197272,1050.7383779942936,1068.6939637197272,16262928
2023-04-06,1065.7127685546875,1071.4249575287643,1055.1077713504706,1055.1077713504706,18435046
2023-04-10,1058.1573486328125,1069.7865123929691,1056.6553511477282,1069.6044812774314,12961408
2023-04-11,1063.3916015625,1065.5080744845645,1057.7933019408324,1062.3220483520552,10542367
2023-04-12,1068.0797119140625,1077.7060516773786,1060.524216837008,1063.3915680312814,18179087
2023-04-13,1072.107666015625,1076.795689130458,1065.9631533362506,1070.9697308722916,12378208
2023-04-17,1077.5467529296875,1103.7179385078937,1069.1719976228505,1103.7179385078937,17929479
2023-04-18,1065.212158203125,1081.8934061981072,1058.6807090282337,1081.8934061981072,10405576
2023-04-19,1070.5146484375,1073.1999682915887,1061.5026644429847,1064.6204285434706,12273475
2023-04-20,1067.8065185546875,1073.700738803369,1061.4572205360348,1071.4704965576773,7007330
2023-04-21,1069.149169921875,1074.6109455464884,1063.414227261922,1069.9001685849196,7647317
2023-04-24,1073.2457275390625,1083.66857419955,1068.6941068206906,1080.9832540174862,12936186
2023-04-25,1081.4609375,1083.531902370724,1069.8318954861231,1076.8866839095363,9236126
2023-04-26,1075.1116943359375,1086.0353664118218,1071.4477164227017,1082.803712369468,8617834
2023-04-27,1081.9161376953125,1085.0794095289546,1075.9764101042033,1080.9831079441908,9167125
2023-04-28,1101.6925048828125,1103.2401305139506,1084.055471844269,1084.169241289732,15565210
2023-05-02,1111.0458984375,1113.2078790353276,1105.1516781407502,1108.8384100623043,12981805
2023-05-03,1101.510498046875,1112.8437409289727,1098.301718050311,1112.8437409289727,7061872
2023-05-04,1114.2091064453125,1116.416594693546,1099.0071018597473,1101.988342669684,8635233
2023-05-05,1111.3643798828125,1120.2853483523877,1108.7473216831954,1111.0230715749685,8746585
2023-05-08,1125.0872802734375,1130.4352865898127,1112.4568260241117,1115.1193920430428,9153782
2023-05-09,1128.569091796875,1131.869007406357,1121.1501206360317,1126.4981268820882,6464721
2023-05-10,1136.32958984375,1137.8088334262795,1129.3201880481902,1133.3255949002096,10872255
2023-05-11,1128.9105224609375,1142.2008392982707,1127.2036197395719,1137.3990467293847,10557860
2023-05-12,1130.75390625,1132.1421342539572,1118.07794349424,1124.131441065568,6955341
2023-05-15,1132.984130859375,1139.9479042684682,1125.6561748428358,1133.280051801227,6833343
2023-05-16,1116.84912109375,1137.694934018295,1115.1877260203244,1135.1461372719548,8717229
2023-05-17,1110.2493896484375,1121.9466942720846,1105.5613662435237,1121.0364183356555,8798967
2023-05-18,1107.8597412109375,1118.30546035269,1104.7191029898704,1114.9145293857496,10525531
2023-05-19,1111.4554443359375,1113.2761165640286,1100.9414625185966,1107.8598484380225,8050447
2023-05-22,1117.3951416015625,1122.4018396026681,1107.0860654519322,1108.2921418838719,7434906
2023-05-23,1117.1904296875,1123.312188970698,1115.7794477842358,1119.9668857159195,6092034
2023-05-24,1110.681640625,1121.4915428822148,1107.5866304097367,1113.253311435963,8112254
2023-05-25,1110.545166015625,1114.6643421149051,1099.667122010757,1107.791584377667,11487863
2023-05-26,1140.83544921875,1141.9732639390356,1115.4607723824483,1118.7605675013044,12626260
2023-05-29,1147.2530517578125,1151.531504943609,1141.1540467943241,1147.4350828573938,10010304
2023-05-30,1146.957275390625,1155.0362299051242,1144.4083583790168,1147.2530759336782,11342504
2023-05-31,1124.1768798828125,1142.3602457612046,1120.1260859548067,1137.8770075799403,27107927
2023-06-01,1121.150146484375,1131.0042653745227,1118.760627092655,1128.8422848607931,14592692
2023-06-02,1117.486083984375,1130.0710296303675,1115.5745167721084,1124.6775158937799,15800644
2023-06-05,1127.5223388671875,1130.4808258980374,1118.9654322095535,1122.9480849916627,10908682
2023-06-06,1128.4781494140625,1132.278650789992,1120.5813461084572,1130.3443294643755,7493309
2023-06-07,1137.0350341796875,1137.8770484380098,1125.4058709994415,1131.9600743505027,10312545
2023-06-08,1137.717529296875,1145.5461903387804,1133.7805050855106,1140.6077543669694,12071109
2023-06-09,1129.66162109375,1141.7686164711295,1127.8637026640356,1141.06312551103,5877018
2023-06-12,1130.662841796875,1132.961345647828,1121.9466580390113,1126.7258172350764,6391969
2023-06-13,1147.3668212890625,1148.5502642183164,1131.6186029642636,1135.6012556135665,11248016
2023-06-14,1161.4765625,1162.910298244975,1145.6145741430057,1147.4351259891316,13277380
2023-06-15,1161.795166015625,1166.3466657425097,1154.0347662802658,1161.4537373210937,11813494
2023-06-16,1173.105712890625,1175.3814628689474,1165.277051099355,1165.277051099355,24171579
2023-06-19,1161.4537353515625,1176.1096463131153,1157.2891721000835,1176.1096463131153,6798554
2023-06-20,1163.865966796875,1167.006484635752,1153.8071840798616,1159.51937260632,6921096
2023-06-21,1167.143310546875,1169.6693534657645,1159.724338626484,1163.8206407099467,6961603
2023-06-22,1154.0347900390625,1171.23949788599,1152.44177714095,1163.3654489449273,7619166
2023-06-23,1144.590576171875,1153.0791011607469,1143.3388714814953,1151.0308899558386,6628570
2023-06-26,1135.8516845703125,1144.8864236623613,1132.733920052133,1141.063168157715,12641159
2023-06-27,1136.2613525390625,1142.2009604948269,1131.800867806594,1136.3068603185193,9689466
2023-06-28,1151.303955078125,1155.1044562002996,1136.8983366424925,1143.7939683826976,11354006
2023-06-30,1160.748291015625,1163.6612702152565,1153.1017808120625,1158.9960008746662,11151555
2023-07-03,1190.5379638671875,1193.4054353348765,1163.0695664338207,1164.2985171745281,12154387
2023-07-04,1178.271728515625,1194.7709465205144,1171.2168190678697,1194.7709465205144,8061643
2023-07-05,1176.3372802734375,1187.4884916041076,1172.3775016836717,1187.4884916041076,10248062
2023-07-06,1201.0291748046875,1203.623479187279,1172.4912246414767,1172.4912246414767,19117987
2023-07-07,1198.6851806640625,1212.954155953701,1196.1362636289784,1199.3224099228335,13375267
2023-07-10,1244.860107421875,1254.3955512035543,1217.5283549278633,1223.85489867221,33240016
2023-07-11,1258.3553466796875,1260.7676199191653,1246.0208134423028,1252.9845865116806,20069348
2023-07-12,1259.74365234375,1275.3325943992056,1256.9671963432334,1259.0836691768593,18733835
2023-07-13,1248.4786376953125,1273.9670857818714,1245.8615793784056,1267.094328024154,14682934
2023-07-14,1247.431884765625,1256.6259006349142,1240.3314674712226,1251.664710084454,15124144
2023-07-17,1272.9202880859375,1281.2722893693374,1241.6513892285138,1250.2993114499395,22220040
2023-07-18,1283.72998046875,1291.4675058363223,1271.2360500564907,1282.1597215085937,25867313
2023-07-19,1293.4703369140625,1299.9107709888563,1273.0568480228928,1288.0768225101679,39122156
2023-07-20,1291.90380859375,1297.3773824613913,1272.252877809199,1272.252877809199,38717624
2023-07-21,1251.9117431640625,1289.4628832861451,1244.4410033700972,1286.553515673083,30249238
2023-07-24,1226.58984375,1240.175359314085,1217.66442067078,1223.433915662828,23727866
2023-07-25,1225.801025390625,1235.3675310299896,1222.9408976003053,1229.844596215791,12026020
2023-07-26,1245.7230224609375,1255.979969731278,1225.4064486777488,1225.4064486777488,12911012
2023-07-27,1234.1346435546875,1251.369208773566,1228.0446677829927,1249.5940443423385,17226898
2023-07-28,1246.5367431640625,1253.933562763768,1233.07450741441,1238.7454024408507,20827852
2023-07-31,1257.0894775390625,1259.3824434340952,1241.6547567277278,1246.5367298459403,8551174
2023-08-01,1239.3125,1261.8974809470349,1235.4168896571687,1259.9249956309786,9536632
2023-08-02,1226.072265625,1238.7207795689158,1214.8537553800984,1237.3400157682765,12748214
2023-08-03,1220.9189453125,1233.246977477257,1212.116802581427,1220.6231447751093,10168350
2023-08-04,1237.5125732421875,1240.6931815252224,1218.7986441252715,1232.2115193068155,22885610
2023-08-07,1244.564208984375,1246.807814528615,1235.2688245633212,1243.1587651593345,5982870
2023-08-08,1237.0687255859375,1249.791279456067,1232.5813939016416,1246.610671086271,9844072
2023-08-09,1245.2298583984375,1247.103743380083,1223.4832817270853,1235.1949123736956,11486586
2023-08-10,1250.7774658203125,1257.459283345296,1236.9700697678936,1245.106571013069,15470598
2023-08-11,1256.053955078125,1261.8235709864505,1238.8934290040763,1248.8050955618871,22179330
2023-08-14,1270.89697265625,1273.3872594997576,1245.13138265866,1252.035081413995,9575812
2023-08-16,1269.8612060546875,1273.633656051599,1257.9523753926644,1257.9523753926644,10203112
2023-08-17,1251.541748046875,1271.3159585738858,1249.0022217342007,1265.891624756504,13673744
2023-08-18,1260.8125,1271.0694465982021,1237.0193984812158,1248.2132273455447,18639978
2023-08-21,1251.47607421875,1269.0811399821723,1249.3157396404515,1261.3835688907475,9221746
2023-08-22,1251.1781005859375,1260.3903796040318,1241.0471519251682,1249.9365568165044,7713044
2023-08-23,1252.568603515625,1262.8238273856869,1249.9613617046014,1253.5618384912532,9517952
2023-08-24,1231.5120849609375,1261.3587235815999,1227.1418267680626,1261.3587235815999,14140020
2023-08-25,1225.8258056640625,1244.0267878143236,1213.0379055498036,1219.692531286219,22222400
2023-08-28,1213.6090087890625,1233.5978630514705,1207.326845947251,1227.6384530850385,12580826
2023-08-29,1201.9881591796875,1218.426124924763,1195.9293289635527,1217.7309089546334,16876644
2023-08-30,1200.845947265625,1213.236529405867,1199.3312396705562,1207.773737009852,12168946
2023-08-31,1195.3582763671875,1204.2973910221976,1191.832243755466,1203.30415606053,21638600
2023-09-01,1198.1641845703125,1204.6202121872007,1192.701391971407,1195.1348905121704,18112842
2023-09-04,1197.19580078125,1203.6269732528613,1194.5141147392258,1198.1641806717305,9347626
2023-09-05,1203.6021728515625,1208.7420910221174,1198.0648152036629,1201.8143014260206,8675876
2023-09-06,1206.1348876953125,1209.8346637897985,1200.4486416178,1202.3606674742653,8200370
2023-09-07,1207.7738037109375,1210.8776631982703,1197.3448358334992,1202.6586190269109,13652572
2023-09-08,1215.8189697265625,1219.6926105725597,1203.2793775372477,1211.74673037339,23109288
2023-09-11,1228.9296875,1230.0470768509072,1217.7060837441973,1217.7060837441973,13271074
2023-09-12,1211.1756591796875,1233.1012736835467,1209.735395658241,1233.1012736835467,16255666
2023-09-13,1217.234375,1222.9950653828562,1204.9182364741037,1211.7467272526792,12803338
2023-09-14,1218.3516845703125,1224.5594030531795,1214.2297352487885,1221.678997428229,9209636
2023-09-15,1220.611328125,1225.6519470756666,1216.4645236474253,1225.6519470756666,25468592
2023-09-18,1209.983642578125,1217.2094512068952,1207.798574150055,1211.7715140152752,7516300
2023-09-20,1183.017333984375,1205.5886964476529,1169.5342173018194,1203.329062564474,57081884
2023-09-21,1174.401123046875,1186.965570418066,1172.017334727341,1179.441742323428,12226182
2023-09-22,1169.5093994140625,1183.166381154962,1167.0511669496027,1179.963222413726,19176786
2023-09-25,1162.308349609375,1172.3648535170125,1159.6515188545518,1167.2496692558325,14254884
2023-09-26,1163.3265380859375,1167.1504687327713,1159.8999257031473,1161.3649231350792,10087782
2023-09-27,1176.4371337890625,1177.8773972692843,1161.3400104596365,1163.8230979312202,11722778
2023-09-28,1159.1549072265625,1183.4394534727044,1154.635639665983,1183.4394534727044,14518346
2023-09-29,1164.5679931640625,1176.5365229562149,1159.1549111179452,1162.978841473464,12342014
2023-10-03,1151.2337646484375,1159.899836684223,1150.1660855624907,1157.0938751709293,8859056
2023-10-04,1149.247314453125,1151.6559577742148,1139.7868482768445,1146.6897828808374,10286386
2023-10-05,1149.22265625,1156.8208073415985,1146.6898583897923,1151.7801879907,10953682
2023-10-06,1151.1593017578125,1154.5363248211877,1148.204452044047,1150.6875394076314,5431026
2023-10-09,1141.3511962890625,1148.1548319505969,1139.7371893760028,1146.2429272772165,7576878
2023-10-10,1146.3917236328125,1151.1095896158488,1144.0825008862844,1145.4730540565001,10236032
2023-10-11,1164.5928955078125,1166.9021183907282,1148.6762803444965,1149.3963514723782,9814118
2023-10-12,1166.7530517578125,1171.6944926486817,1161.1661051425594,1163.9969217565551,12554450
2023-10-13,1166.7034912109375,1170.7757303720264,1156.696576060419,1162.0849243141215,10150316
2023-10-16,1164.0963134765625,1169.3107973983604,1160.0985182209486,1164.568075868204,5929036
2023-10-17,1169.6583251953125,1171.8682487426624,1162.7305355660792,1170.0307883070402,7928180
2023-10-18,1154.1390380859375,1175.4935899954448,1152.6491856271346,1169.6583345318004,8918320
2023-10-19,1145.2744140625,1153.046550785559,1142.7168824019504,1148.1796749731895,12032556
2023-10-20,1141.7733154296875,1149.5204754976244,1140.3827622140566,1142.220222671192,8913312
2023-10-23,1123.9447021484375,1145.3241097798968,1119.996617270943,1137.254075402044,7853962
2023-10-25,1121.33740234375,1132.8837586263421,1113.9129953485747,1117.4141727928413,11620688
2023-10-26,1105.7188720703125,1121.3623234380264,1102.639867796045,1117.8860009118678,15222534
2023-10-27,1125.2359619140625,1129.0598924361125,1110.4118809600386,1112.42320609496,11771084
2023-10-30,1148.427978515625,1154.6356973184122,1127.2968794620358,1129.3082046030406,16813304
2023-10-31,1136.211181640625,1156.125592797878,1133.7280940272274,1156.125592797878,12808438
2023-11-01,1140.928955078125,1150.9110149678804,1129.904071222479,1136.831860850084,10309190
2023-11-02,1152.2518310546875,1154.2880111819782,1146.1682670397454,1149.1479718633905,10562104
2023-11-03,1152.0035400390625,1159.5769565823186,1150.0419252488898,1155.7281711259097,8850156
2023-11-06,1161.58837890625,1162.0849964260901,1154.9337526381958,1158.2610657722228,10647304
2023-11-07,1154.039794921875,1161.6380670799329,1151.929170502665,1159.130124403499,6960204
2023-11-08,1160.0487060546875,1162.581503663416,1153.021617313343,1158.1119464088365,7884494
2023-11-09,1147.4595947265625,1160.04877566907,1144.306025087675,1160.0240417895493,14513610
2023-11-10,1149.6197509765625,1150.3399433150457,1141.2518192214952,1144.9764503053682,7734954
2023-11-13,1149.470947265625,1154.4371224093552,1148.030683727237,1153.5927756393128,3854810
2023-11-15,1170.2542724609375,1172.9856686848777,1155.6289114743765,1162.084938912781,12220648
2023-11-16,1172.3648681640625,1179.044349063192,1165.5363777710952,1167.597413072765,13134910
2023-11-17,1169.807373046875,1178.597478522974,1168.0692118018185,1168.4912639289141,7758634
2023-11-20,1166.7283935546875,1171.2226850166387,1160.2970998159442,1166.3310752984878,4490186
2023-11-21,1181.4033203125,1185.9225880528827,1172.1165973266488,1174.997003070821,8214450
2023-11-22,1186.0218505859375,1189.1257098597493,1178.0759708449789,1179.4665240485472,8534814
2023-11-23,1189.647216796875,1191.8819955385097,1186.0218848115442,1186.0218848115442,8531542
2023-11-24,1188.8525390625,1193.1732081420546,1187.437251988596,1187.7104158519992,6749486
2023-11-28,1189.100830078125,1191.732926936636,1179.5906539581802,1188.8525213413693,13792174
2023-11-29,1192.2296142578125,1197.8165611621323,1190.9136263737091,1195.8549462757392,12531306
2023-11-30,1180.6832275390625,1192.2295841833957,1176.9337412400662,1189.2498792429226,28439984
2023-12-01,1189.05126953125,1190.0940935038786,1180.7577817740466,1180.9563802704033,14342842
2023-12-04,1201.9136962890625,1216.7129226171448,1191.186830615961,1216.7129226171448,15590990
2023-12-05,1210.6292724609375,1212.1688351602068,1202.633682465189,1211.250044316368,12693624
2023-12-06,1222.225341796875,1228.1101862520723,1209.2635769303338,1215.2726970013823,16422442
2023-12-07,1220.2139892578125,1222.1507489094333,1212.7398720220444,1221.6789865578335,8142096
2023-12-08,1219.568359375,1229.9724711859212,1214.229721540008,1223.5910094042822,10204894
2023-12-11,1221.3563232421875,1225.453417704806,1217.904734547768,1219.6926060838052,7066138
2023-12-12,1203.82568359375,1224.1372909888553,1201.8888025834185,1221.679058595461,9197124
2023-12-13,1208.7421875,1210.9273773327996,1195.0107615817908,1202.8076323900825,10031182
2023-12-14,1223.739990234375,1229.1034835977007,1213.0627137565868,1218.6993709996416,16972354
2023-12-15,1239.358642578125,1241.5437110117043,1226.6700416026847,1230.6181263548012,15932152
2023-12-18,1251.97265625,1258.8755906644863,1237.049276856192,1239.3586208649165,14165188
2023-12-19,1270.397216796875,1278.2436759402542,1254.058429051918,1268.8576541199075,16820604
2023-12-20,1255.02685546875,1290.6344268977684,1251.4760888731225,1276.8284362716163,17736722
2023-12-21,1272.607177734375,1278.045115020143,1250.606998600923,1254.9524016537405,13765454
2023-12-22,1273.8487548828125,1281.7200695868582,1265.2075375529496,1271.1422137306674,16541784
2023-12-26,1280.3048095703125,1287.2077445351904,1272.6816822126398,1275.3137792926366,7465664
2023-12-27,1284.675048828125,1291.1558103107097,1277.8465580943978,1282.2664054169704,9204156
2023-12-28,1293.9617919921875,1297.1649507188354,1284.6750686995726,1286.1400661216585,12302636
2023-12-29,1283.7313232421875,1298.1580852015331,1280.9254829942388,1296.7179430156748,10864584
2024-01-01,1286.363525390625,1294.6074246833273,1277.8713173390402,1281.5463597172072,4030540
2024-01-02,1297.015869140625,1298.6547310999006,1277.7967966042233,1283.7562064601311,7448800
